Username,Name,Location,Description,Website,Verified,Followers,Followings,Public member,Likes,Total tweets,Date created,Default theme,Default photo,Tweet's source,Tweet's geotagged,Tweet's retweets,Tweet's likes,Tweet's mentions,Tweet's hashtags,Tweet's link
widercircledet1,widercircledetroit,,Supporting BCC members in and around Wayne County since 2020. 800-541-6357,https://t.co/8yCtFCuQXv,FALSE,4,9,0,0,404,2021-05-18 20:18:26+00:00,TRUE,FALSE,Twitter for iPhone,,1,1,[],"[{'text': 'vaccine', 'indices': [0, 8]}, {'text': 'covid', 'indices': [9, 15]}, {'text': 'coronavirus', 'indices': [16, 28]}, {'text': 'pandemic', 'indices': [29, 38]}, {'text': 'health', 'indices': [39, 46]}, {'text': 'corona', 'indices': [47, 54]}, {'text': 'vaccines', 'indices': [55, 64]}, {'text': 'vaccination', 'indices': [65, 77]}, {'text': 'virus', 'indices': [78, 84]}, {'text': 'medicine', 'indices': [85, 94]}, {'text': 'lockdown', 'indices': [95, 104]}, {'text': 'science', 'indices': [105, 113]}, {'text': 'quarantine', 'indices': [114, 125]}, {'text': 'influenza', 'indices': [126, 136]}, {'text': 'news', 'indices': [137, 142]}, {'text': 'doctor', 'indices': [143, 150]}, {'text': 'stayhome', 'indices': [151, 160]}, {'text': 'healthcare', 'indices': [161, 172]}, {'text': 'who', 'indices': [173, 177]}, {'text': 'flu', 'indices': [178, 182]}, {'text': 'immunization', 'indices': [183, 196]}, {'text': 'truth', 'indices': [198, 204]}, {'text': 'social', 'indices': [205, 212]}, {'text': 'detroit', 'indices': [225, 233]}]",[]
CIMIT,CIMIT,"Boston, MA","Our mission is to foster collaboration among clinicians, technologists, and entrepreneurs to accelerate innovation of innovative healthcare technologies.",http://t.co/4CFxZEzkTO,FALSE,1206,463,58,1432,2130,2009-01-27 18:14:42+00:00,FALSE,FALSE,Twitter Web App,,1,1,"[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [29, 36]}, {'screen_name': 'mitidss', 'name': 'MIT IDSS', 'id': 3081584549, 'id_str': '3081584549', 'indices': [223, 231]}, {'screen_name': 'NIBIBgov', 'name': 'NIBIB', 'id': 1603605517, 'id_str': '1603605517', 'indices': [232, 241]}]","[{'text': 'WhenToTest', 'indices': [0, 11]}, {'text': 'COVID', 'indices': [43, 49]}, {'text': 'COVID19', 'indices': [138, 146]}]","[{'url': 'https://t.co/G6uSLw5kWy', 'expanded_url': 'https://bit.ly/3cjc1je', 'display_url': 'bit.ly/3cjc1je', 'indices': [175, 198]}]"
widercircledet1,widercircledetroit,,Supporting BCC members in and around Wayne County since 2020. 800-541-6357,https://t.co/8yCtFCuQXv,FALSE,4,9,0,0,404,2021-05-18 20:18:26+00:00,TRUE,FALSE,Twitter for iPhone,,1,1,[],"[{'text': 'vaccine', 'indices': [0, 8]}, {'text': 'covid', 'indices': [9, 15]}, {'text': 'coronavirus', 'indices': [16, 28]}, {'text': 'pandemic', 'indices': [29, 38]}, {'text': 'health', 'indices': [39, 46]}, {'text': 'corona', 'indices': [47, 54]}, {'text': 'vaccines', 'indices': [55, 64]}, {'text': 'vaccination', 'indices': [65, 77]}, {'text': 'virus', 'indices': [78, 84]}, {'text': 'medicine', 'indices': [85, 94]}, {'text': 'lockdown', 'indices': [95, 104]}, {'text': 'science', 'indices': [105, 113]}, {'text': 'quarantine', 'indices': [114, 125]}, {'text': 'influenza', 'indices': [126, 136]}, {'text': 'news', 'indices': [137, 142]}, {'text': 'doctor', 'indices': [143, 150]}, {'text': 'stayhome', 'indices': [151, 160]}, {'text': 'healthcare', 'indices': [161, 172]}, {'text': 'who', 'indices': [173, 177]}, {'text': 'flu', 'indices': [178, 182]}, {'text': 'immunization', 'indices': [183, 196]}, {'text': 'truth', 'indices': [198, 204]}, {'text': 'social', 'indices': [205, 212]}, {'text': 'detroit', 'indices': [225, 233]}]",[]
TexasGrandma8,Texas Grandma,,A Texas Hispanic grandma,,FALSE,49,247,0,6753,4228,2021-06-25 03:12:18+00:00,TRUE,TRUE,Twitter for iPad,,0,0,"[{'screen_name': 'MollieKatzen', 'name': 'Mollie Katzen', 'id': 18733002, 'id_str': '18733002', 'indices': [0, 13]}]","[{'text': 'FauciLiedMillionsDied', 'indices': [229, 251]}, {'text': 'Covid', 'indices': [252, 258]}, {'text': 'AIDS', 'indices': [259, 264]}, {'text': 'Thursday', 'indices': [265, 274]}, {'text': 'CorruptionKing', 'indices': [275, 290]}]",[]
lilsal424,JS76,United States,"🇺🇸🇺🇸🇺🇸U.S. Army, Political Law,  Paralegal, Constitutional  Studies Proud Patriot, Country, God, Family & ratchet reality America 1st always 🇺🇸",,FALSE,170,1041,1,6249,6053,2011-07-11 15:06:23+00:00,TRUE,FALSE,Twitter for iPhone,,1,2,[],"[{'text': 'covid', 'indices': [70, 76]}, {'text': 'Biden', 'indices': [87, 93]}, {'text': 'Americans', 'indices': [109, 119]}, {'text': 'college', 'indices': [148, 156]}, {'text': 'studentloans', 'indices': [181, 194]}]",[]
JennyLynnHere,JLS,,,,FALSE,239,2860,17,144094,164994,2016-08-14 15:47:45+00:00,FALSE,FALSE,Twitter for iPhone,,0,0,"[{'screen_name': 'JohnJHarwood', 'name': 'John Harwood', 'id': 259395895, 'id_str': '259395895', 'indices': [0, 13]}]","[{'text': 'Covid', 'indices': [14, 20]}]",[]
WStockOption,Wood Stock,,,,FALSE,19,28,0,1920,887,2020-11-19 23:54:20+00:00,TRUE,FALSE,Twitter Web App,,1,2,[],"[{'text': 'Covid', 'indices': [10, 16]}, {'text': 'Paxlovid', 'indices': [47, 56]}]",[]
GinaInTheBurg,Gina InTheBurg 🇺🇦🌻,#MeToo #BLM #Berner #ATCK,"Not up to par for extended debates/Frmr Dem now Indie progressive/#BLM/#MeToo/No dogma/No lists/RT=/= endorsement/If no quote marks, I'm paraphrasing.",,FALSE,1152,3296,222,20584,85384,2012-02-15 01:11:32+00:00,FALSE,FALSE,Twitter for Android,,1,1,[],"[{'text': 'COVID', 'indices': [112, 118]}]","[{'url': 'https://t.co/2WGvUuWchl', 'expanded_url': 'https://share.newsbreak.com/1nopy9vm', 'display_url': 'share.newsbreak.com/1nopy9vm', 'indices': [255, 278]}]"
JennyLynnHere,JLS,,,,FALSE,239,2860,17,144094,164994,2016-08-14 15:47:45+00:00,FALSE,FALSE,Twitter for iPhone,,0,0,"[{'screen_name': 'TomCottonAR', 'name': 'Tom Cotton', 'id': 343041182, 'id_str': '343041182', 'indices': [0, 12]}, {'screen_name': 'SpeakerPelosi', 'name': 'Nancy Pelosi', 'id': 15764644, 'id_str': '15764644', 'indices': [263, 277]}]","[{'text': 'Covid', 'indices': [33, 39]}]",[]
teresafdavis,Teresa Davis Morgenstern,"Arlington, VA",Consultant | Fmr. White House Comms & Pentagon Dep. Press Secretary | Fmr. Hill Comms | MilChild | Proud American from 🇰🇷🇨🇱🇺🇸 | Go Dawgs!,https://t.co/dM9TKPsb8P,FALSE,343,901,0,11661,2091,2020-04-14 12:30:36+00:00,TRUE,FALSE,Twitter for iPhone,,0,0,[],"[{'text': 'COVID', 'indices': [191, 197]}, {'text': 'VignettesAndVino', 'indices': [257, 274]}]","[{'url': 'https://t.co/WP82Y8uAzU', 'expanded_url': 'https://twitter.com/nypost/status/1562779049017036801', 'display_url': 'twitter.com/nypost/status/…', 'indices': [275, 298]}]"
news_topia,"Breaking News, Life Style, Magazine Videos",,"Breaking News, Life Style, Magazine Videos",https://t.co/n0XLO6AO6a,FALSE,14,1,0,1,3513,2022-05-26 08:24:36+00:00,TRUE,FALSE,WordPress.com,,1,2,[],"[{'text': 'covid', 'indices': [46, 52]}, {'text': 'covidnewstoday', 'indices': [53, 68]}, {'text': 'news', 'indices': [69, 74]}]","[{'url': 'https://t.co/bU14kZKvdq', 'expanded_url': 'https://news.gametopya.net/2022/08/25/fauci-thought-covid-would-be-behind-us-by-now-covid-covidnewstoday-news/', 'display_url': 'news.gametopya.net/2022/08/25/fau…', 'indices': [75, 98]}]"
Cognisant2000,Ali Zartash-Lloyd 🇬🇧🇪🇺🇪🇸,Malaga,Experienced Business Leader escaped from large multinationals to run own businesses (Yes 3 of them!). Small is beautiful! https://t.co/WEvt0PnED3,https://t.co/pRS1uUBnqL,FALSE,1944,1619,140,59578,118963,2009-12-07 15:14:36+00:00,FALSE,FALSE,Twitter Web App,,0,1,"[{'screen_name': 'JanDixo61200563', 'name': 'JanDee.', 'id': 773104706428215297, 'id_str': '773104706428215297', 'indices': [0, 16]}]","[{'text': 'climatechange', 'indices': [33, 47]}, {'text': 'COVID', 'indices': [48, 54]}]",[]
GenZConserves,Conservative GenZ,,"A GenZ perspective on Politics & Culture!

“Politics matter, because policy matters because policy impacts people, and people matter.” -Allie Beth Stuckey",https://t.co/JZYNKtbbgD,FALSE,9,155,0,205,97,2022-08-12 19:58:43+00:00,TRUE,FALSE,Twitter for iPhone,,0,0,[],"[{'text': 'conservative', 'indices': [147, 160]}, {'text': 'liberal', 'indices': [161, 169]}, {'text': 'progressive', 'indices': [170, 182]}, {'text': 'republicans', 'indices': [183, 195]}, {'text': 'democrats', 'indices': [196, 206]}, {'text': 'america', 'indices': [207, 215]}, {'text': 'usa', 'indices': [216, 220]}, {'text': 'canada', 'indices': [221, 228]}, {'text': 'lockdowns', 'indices': [229, 239]}, {'text': 'childabuse', 'indices': [240, 251]}, {'text': 'childneglect', 'indices': [252, 265]}, {'text': 'covıd', 'indices': [266, 272]}, {'text': 'covid19', 'indices': [273, 281]}]","[{'url': 'https://t.co/f72zv8eLOf', 'expanded_url': 'http://surl.li/cujdd', 'display_url': 'surl.li/cujdd', 'indices': [122, 145]}]"
penrowl,Penelope Rowlands,Back in Paris!,"Biographer & author (A Dash of Daring, Paris Was Ours, etc.); now working on a new book.  PT Parisian.  Awestruck mother of @julian_rowlands, globetrotting MBA",https://t.co/4UL0hgCLYm,FALSE,500,635,37,1247,5442,2009-10-06 13:40:12+00:00,FALSE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'Covid', 'indices': [25, 31]}, {'text': 'booster', 'indices': [32, 40]}, {'text': 'piqûrederappel', 'indices': [62, 77]}, {'text': 'Paris', 'indices': [86, 92]}, {'text': 'pharmacy', 'indices': [108, 117]}, {'text': 'Moderna', 'indices': [133, 141]}, {'text': 'vaccines', 'indices': [241, 250]}, {'text': 'Civilization', 'indices': [265, 278]}]",[]
actjournal_now,Actual Journal Now,,#Ukraine #StandWithUkraine,,FALSE,101,297,2,335,1396,2022-03-17 13:50:54+00:00,TRUE,FALSE,Twitter Web App,,2,1,[],"[{'text': 'Italy', 'indices': [0, 6]}, {'text': 'HIV', 'indices': [37, 41]}, {'text': 'AIDS', 'indices': [42, 47]}, {'text': 'COVID', 'indices': [49, 55]}, {'text': 'monkeypox', 'indices': [63, 73]}]",[]
carlton_mays,C Mays,UK,"Anti Spam Fritters

The truth is like a lion; you don't have to defend it. Let it loose; it will defend itself.",,FALSE,490,416,4,1560,983,2015-10-06 10:08:33+00:00,FALSE,FALSE,Twitter Web App,,0,1,[],"[{'text': 'covidvaccine', 'indices': [209, 222]}, {'text': 'covid', 'indices': [223, 229]}]","[{'url': 'https://t.co/EfXjnphPIk', 'expanded_url': 'https://twitter.com/ProfKarolSikora/status/1562836864234831874', 'display_url': 'twitter.com/ProfKarolSikor…', 'indices': [230, 253]}]"
foundring1,foundring 🇺🇸,,Musician/Conspiracist/Polymath - World's Fastest Anagram Solver,,FALSE,107,113,3,854,867,2019-12-07 06:50:04+00:00,TRUE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'Fauci', 'indices': [42, 48]}, {'text': 'pandemics', 'indices': [50, 60]}, {'text': 'COVID', 'indices': [62, 68]}, {'text': 'vaccines', 'indices': [70, 79]}]","[{'url': 'https://t.co/JSRHoQCV2K', 'expanded_url': 'https://www.youtube.com/watch?v=VwNbx48OSfc', 'display_url': 'youtube.com/watch?v=VwNbx4…', 'indices': [255, 278]}]"
SportsMapRadio,SportsMap Radio,USA,We are a 24/7 National Sports Radio network heard on affiliates across the nation! Download the free SportsMap Radio App and listen anywhere!,https://t.co/18UzHATGwN,TRUE,12909,2041,359,6101,93267,2011-07-28 18:45:08+00:00,FALSE,FALSE,audioBoom,,1,1,"[{'screen_name': 'Audioboom', 'name': 'Audioboom', 'id': 21184977, 'id_str': '21184977', 'indices': [62, 72]}]","[{'text': 'Cowboys', 'indices': [73, 81]}, {'text': 'Jerry', 'indices': [82, 88]}, {'text': 'Covid', 'indices': [89, 95]}]","[{'url': 'https://t.co/W5B2s6PmON', 'expanded_url': 'https://audioboom.com/posts/8145939-michael-mauldin-joins-the-rundown', 'display_url': 'audioboom.com/posts/8145939-…', 'indices': [34, 57]}]"
HillaryOravec,Hillary Oravec,"Akron, OH","Managing Partner, The Learning Agenda
Project Co-Lead, National Comprehensive Center",https://t.co/QKOeEBgbgy,FALSE,183,1093,2,715,221,2018-09-17 14:22:44+00:00,TRUE,FALSE,Twitter Web App,,2,7,[],"[{'text': 'OST', 'indices': [152, 156]}, {'text': 'COVID', 'indices': [222, 228]}, {'text': 'EngageEveryStudent', 'indices': [263, 282]}]","[{'url': 'https://t.co/IhOYfzkWHY', 'expanded_url': 'https://bit.ly/3KhfBa0', 'display_url': 'bit.ly/3KhfBa0', 'indices': [239, 262]}, {'url': 'https://t.co/NxF3LGHMo5', 'expanded_url': 'https://twitter.com/afterschool4all/status/1562863387964755976', 'display_url': 'twitter.com/afterschool4al…', 'indices': [283, 306]}]"
GeorgiannaPros2,Crime Prevention Advocate,"Houston, TX",Mother~Wife~Daughter 🇺🇸 Advocate for a safer Houston 👮‍♀️ Never afraid to stand up for the under dog! 🇺🇸 Tweets are my own,,FALSE,3519,3299,1,2545,3225,2021-04-07 03:29:19+00:00,TRUE,FALSE,Twitter for iPhone,,1,3,"[{'screen_name': 'LinaHidalgoTX', 'name': 'Lina Hidalgo', 'id': 247174365, 'id_str': '247174365', 'indices': [39, 53]}, {'screen_name': 'RodneyEllis', 'name': 'Rodney Ellis', 'id': 23438894, 'id_str': '23438894', 'indices': [54, 66]}, {'screen_name': 'AdrianGarcja', 'name': 'Adrian Garcja', 'id': 1470638763500089346, 'id_str': '1470638763500089346', 'indices': [67, 80]}, {'screen_name': 'AbbieKamin', 'name': 'Abbie Kamin', 'id': 240791591, 'id_str': '240791591', 'indices': [81, 92]}]","[{'text': 'HarrisCounty', 'indices': [118, 131]}, {'text': 'MonkeyPox', 'indices': [167, 177]}, {'text': 'covid', 'indices': [199, 205]}]","[{'url': 'https://t.co/F9ND1KE5H1', 'expanded_url': 'https://bit.ly/3AO78YW', 'display_url': 'bit.ly/3AO78YW', 'indices': [247, 270]}]"
JInfo4us,JustInfo4us,,,,FALSE,2464,2643,2,8837,218871,2018-12-30 14:57:27+00:00,TRUE,FALSE,Zapier.com,,3,1,[],"[{'text': 'employment', 'indices': [70, 81]}, {'text': 'jobs', 'indices': [82, 87]}, {'text': 'hiring', 'indices': [88, 95]}, {'text': 'job', 'indices': [96, 100]}, {'text': 'jobsearch', 'indices': [101, 111]}, {'text': 'recruitment', 'indices': [112, 124]}, {'text': 'career', 'indices': [125, 132]}, {'text': 'work', 'indices': [133, 138]}, {'text': 'careers', 'indices': [139, 147]}, {'text': 'recruiting', 'indices': [148, 159]}, {'text': 'nowhiring', 'indices': [160, 170]}, {'text': 'business', 'indices': [171, 180]}, {'text': 'resume', 'indices': [181, 188]}, {'text': 'jobseekers', 'indices': [189, 200]}, {'text': 'hr', 'indices': [201, 204]}, {'text': 'jobhunt', 'indices': [205, 213]}, {'text': 'staffing', 'indices': [214, 223]}, {'text': 'humanresources', 'indices': [224, 239]}, {'text': 'jobopening', 'indices': [240, 251]}, {'text': 'jobseeker', 'indices': [252, 262]}, {'text': 'covid', 'indices': [263, 269]}, {'text': 'recruiter', 'indices': [270, 280]}]","[{'url': 'https://t.co/jns2VOti7m', 'expanded_url': 'https://zpr.io/yYHcmrVjkRCt', 'display_url': 'zpr.io/yYHcmrVjkRCt', 'indices': [46, 69]}]"
andrewdunn111,Andrew Dunn,,"Chief, Hospital Medicine, Mount Sinai. Past-chair, ACP Board of Regents. Passionate about Internal Medicine, hospitalists, and faculty development.",,FALSE,678,231,6,4776,664,2011-08-27 15:00:12+00:00,TRUE,FALSE,Twitter Web App,,1,1,"[{'screen_name': 'cwillyard', 'name': 'Cassandra Willyard', 'id': 21238335, 'id_str': '21238335', 'indices': [12, 22]}, {'screen_name': 'Nature', 'name': 'nature', 'id': 15862891, 'id_str': '15862891', 'indices': [26, 33]}]","[{'text': 'COVID', 'indices': [87, 93]}]","[{'url': 'https://t.co/JgHdym0ZnY', 'expanded_url': 'https://www.nature.com/articles/d41586-022-02286-7', 'display_url': 'nature.com/articles/d4158…', 'indices': [216, 239]}]"
UniicMedia,Uniic Media,,"A Center-Left News Source, Uniic Media provides reinvented Democratic messaging while also sharing from across the aisle - Fair Democracy, Fair News",https://t.co/okEh5Jx2KH,FALSE,109,69,2,4596,5364,2022-01-31 13:21:47+00:00,TRUE,FALSE,Twitter for iPhone,,3,3,[],"[{'text': 'politics', 'indices': [82, 91]}, {'text': 'news', 'indices': [92, 97]}, {'text': 'economics', 'indices': [98, 108]}, {'text': 'republican', 'indices': [109, 120]}, {'text': 'covid', 'indices': [121, 127]}, {'text': 'government', 'indices': [128, 139]}, {'text': 'finance', 'indices': [140, 148]}, {'text': 'vote', 'indices': [149, 154]}, {'text': 'liberal', 'indices': [155, 163]}, {'text': 'democrats', 'indices': [164, 174]}, {'text': 'investment', 'indices': [175, 186]}, {'text': 'political', 'indices': [187, 197]}, {'text': 'Trump', 'indices': [198, 204]}, {'text': 'Biden', 'indices': [205, 211]}]","[{'url': 'https://t.co/V4ZnSnyW3o', 'expanded_url': 'https://www.uniicmedia.com/p/republican-senator-marsha-blackburn?r=16xbjg&s=w&utm_campaign=post&utm_medium=web&utm_source=direct', 'display_url': 'uniicmedia.com/p/republican-s…', 'indices': [212, 235]}]"
micgavjr,Michael Gavin,"Arlington, VA",Founder @uniicmedia | Founder @uniicmarketing Lucky Charms = ❤️,,FALSE,340,108,8,9395,5465,2020-10-12 23:24:09+00:00,TRUE,FALSE,Twitter for iPhone,,3,4,[],"[{'text': 'politics', 'indices': [82, 91]}, {'text': 'news', 'indices': [92, 97]}, {'text': 'economics', 'indices': [98, 108]}, {'text': 'republican', 'indices': [109, 120]}, {'text': 'covid', 'indices': [121, 127]}, {'text': 'government', 'indices': [128, 139]}, {'text': 'finance', 'indices': [140, 148]}, {'text': 'vote', 'indices': [149, 154]}, {'text': 'liberal', 'indices': [155, 163]}, {'text': 'democrats', 'indices': [164, 174]}, {'text': 'investment', 'indices': [175, 186]}, {'text': 'political', 'indices': [187, 197]}, {'text': 'Trump', 'indices': [198, 204]}, {'text': 'Biden', 'indices': [205, 211]}]","[{'url': 'https://t.co/uwnmxLVdSr', 'expanded_url': 'https://www.uniicmedia.com/p/republican-senator-marsha-blackburn?r=16xbjg&s=w&utm_campaign=post&utm_medium=web&utm_source=direct', 'display_url': 'uniicmedia.com/p/republican-s…', 'indices': [212, 235]}]"
TheGCU,Giancarlo Ubaldino,"Toronto, Canada",,,FALSE,185,302,28,12913,56821,2012-03-14 15:53:23+00:00,FALSE,FALSE,Fenix 2,,0,0,[],"[{'text': 'COVID', 'indices': [104, 110]}]","[{'url': 'https://t.co/vSVBVVnhwV', 'expanded_url': 'https://twitter.com/shadihamid/status/1562773571318870017', 'display_url': 'twitter.com/shadihamid/sta…', 'indices': [152, 175]}]"
RS_COVID19,Research Square Covid-19 Preprints,"Durham, NC","Making research communication faster, fairer, and more useful.",https://t.co/VxjvldVgMw,FALSE,434,1,3,16,6163,2021-02-12 19:58:17+00:00,TRUE,FALSE,rs-covid19,,1,1,[],"[{'text': 'covid', 'indices': [165, 171]}]","[{'url': 'https://t.co/BhmoCMIVSW', 'expanded_url': 'https://www.researchsquare.com/article/rs-1977969/latest', 'display_url': 'researchsquare.com/article/rs-197…', 'indices': [172, 195]}]"
RS_COVID19,Research Square Covid-19 Preprints,"Durham, NC","Making research communication faster, fairer, and more useful.",https://t.co/VxjvldVgMw,FALSE,434,1,3,16,6163,2021-02-12 19:58:17+00:00,TRUE,FALSE,rs-covid19,,1,1,[],"[{'text': 'covid', 'indices': [168, 174]}]","[{'url': 'https://t.co/aJGlsC9SQM', 'expanded_url': 'https://www.researchsquare.com/article/rs-1813585/latest', 'display_url': 'researchsquare.com/article/rs-181…', 'indices': [175, 198]}]"
MoFoundHealth,Missouri Foundation for Health,"St. Louis, Missouri","Missouri Foundation for Health is building a more equitable future through collaboration, convening, knowledge sharing, and strategic investment.",http://t.co/1VZQLuXddd,FALSE,3312,610,91,626,3676,2011-05-11 19:48:43+00:00,FALSE,FALSE,Hootsuite Inc.,,3,3,"[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [21, 28]}]","[{'text': 'covid', 'indices': [123, 129]}, {'text': 'publichealth', 'indices': [130, 143]}, {'text': 'vaccination', 'indices': [144, 156]}]","[{'url': 'https://t.co/SIn3atyWxT', 'expanded_url': 'http://ow.ly/ZtkB50KpGf5', 'display_url': 'ow.ly/ZtkB50KpGf5', 'indices': [158, 181]}]"
RS_COVID19,Research Square Covid-19 Preprints,"Durham, NC","Making research communication faster, fairer, and more useful.",https://t.co/VxjvldVgMw,FALSE,434,1,3,16,6163,2021-02-12 19:58:17+00:00,TRUE,FALSE,rs-covid19,,1,1,[],"[{'text': 'covid', 'indices': [89, 95]}]","[{'url': 'https://t.co/H8GebgooUC', 'expanded_url': 'https://www.researchsquare.com/article/rs-1936634/latest', 'display_url': 'researchsquare.com/article/rs-193…', 'indices': [96, 119]}]"
AliRaja_MD,"Ali S. Raja, MD","Boston, MA","Emergency Physician, Professor @Harvard, Deputy Chair @MassGeneralEM, Veteran USAF/#CCATT, Boards @BostonMedFlight @SAEMOnline @ACHEofMA @SpauldingRehab",https://t.co/LfQoargOgd,TRUE,142913,3495,222,69812,60333,2010-06-04 18:20:07+00:00,FALSE,FALSE,Hootsuite Inc.,,1,2,"[{'screen_name': 'JAMAInternalMed', 'name': 'JAMA Internal Medicine', 'id': 54664757, 'id_str': '54664757', 'indices': [77, 93]}]","[{'text': 'SickleCellTrait', 'indices': [3, 19]}, {'text': 'COVID', 'indices': [37, 43]}]","[{'url': 'https://t.co/V5NIp6WnQN', 'expanded_url': 'http://ow.ly/pGYR50KsakL', 'display_url': 'ow.ly/pGYR50KsakL', 'indices': [95, 118]}]"
